doc_id,position,json_valid,truth_job_title,truth_department,truth_years_at_company,truth_weekly_hours,pred_job_title,pred_department,pred_years_at_company,pred_weekly_hours,acc_job_title,acc_department,acc_years_at_company,acc_weekly_hours,acc_all
about_us_middle_031,middle,1,Product Manager,Data Platform,3,35,Product Manager,Data Platform,3,35,1,1,1,1,1
about_us_middle_032,middle,1,Analytics Engineer,Marketing Analytics,2,35,Analytics Engineer,Marketing Analytics,2,35,1,1,1,1,1
about_us_middle_033,middle,1,Software Engineer,People Operations,3,45,Software Engineer,People Operations,3,45,1,1,1,1,1
about_us_middle_034,middle,1,Product Manager,Product Analytics,2,45,Product Manager,Product Analytics,2,45,1,1,1,1,1
about_us_middle_035,middle,1,Business Analyst,Data Platform,4,40,Business Analyst,Data Platform,4,40,1,1,1,1,1
about_us_middle_036,middle,1,Senior Data Scientist,Operations,5,40,Senior Data Scientist,Operations,5,40,1,1,1,1,1
about_us_middle_037,middle,1,Product Manager,Data Platform,3,40,Product Manager,Data Platform,3,40,1,1,1,1,1
about_us_middle_038,middle,1,Senior Data Scientist,People Operations,5,40,Senior Data Scientist,People Operations,5,40,1,1,1,1,1
about_us_middle_039,middle,1,Senior Data Scientist,People Operations,5,35,Senior Data Scientist,People Operations,5,35,1,1,1,1,1
about_us_middle_040,middle,1,Senior Data Scientist,Operations,3,45,Senior Data Scientist,Operations,3,45,1,1,1,1,1
about_us_middle_041,middle,1,Product Manager,Finance Analytics,5,40,Product Manager,Finance Analytics,5,40,1,1,1,1,1
about_us_middle_042,middle,1,Business Analyst,Engineering,7,35,Business Analyst,Engineering,7,35,1,1,1,1,1
about_us_middle_043,middle,1,Data Analyst,Engineering,2,40,Data Analyst,Engineering,2,40,1,1,1,1,1
about_us_middle_044,middle,1,Product Manager,Operations,5,40,Product Manager,Operations,5,40,1,1,1,1,1
about_us_middle_045,middle,1,Data Scientist,Marketing Analytics,4,35,Data Scientist,Marketing Analytics,4,35,1,1,1,1,1
about_us_middle_046,middle,1,Product Manager,Engineering,3,35,Product Manager,Engineering,3,35,1,1,1,1,1
about_us_middle_047,middle,1,Senior Data Scientist,People Operations,5,40,Senior Data Scientist,People Operations,5,40,1,1,1,1,1
about_us_middle_048,middle,1,Senior Data Analyst,People Operations,6,45,Senior Data Analyst,People Operations,6,45,1,1,1,1,1
about_us_middle_049,middle,1,Analytics Engineer,Finance Analytics,4,40,Analytics Engineer,Finance Analytics,4,40,1,1,1,1,1
about_us_middle_050,middle,1,Business Analyst,Business Intelligence,6,35,Business Analyst,,6,35,1,0,1,1,0
about_us_middle_051,middle,1,Data Analyst,People Operations,3,40,Data Analyst,People Operations,3,40,1,1,1,1,1
about_us_middle_052,middle,1,Product Manager,Data Platform,4,45,Product Manager,Data Platform,4,45,1,1,1,1,1
about_us_middle_053,middle,1,Business Analyst,Business Intelligence,2,40,Business Analyst,Business Intelligence,2,40,1,1,1,1,1
about_us_middle_054,middle,1,Data Analyst,Marketing Analytics,5,45,Data Analyst,Marketing Analytics,5,45,1,1,1,1,1
about_us_middle_055,middle,1,Data Scientist,Business Intelligence,3,35,Data Scientist,Business Intelligence,3,35,1,1,1,1,1
about_us_middle_056,middle,1,Data Scientist,Engineering,4,35,Data Scientist,Engineering,4,35,1,1,1,1,1
about_us_middle_057,middle,1,Data Scientist,Finance Analytics,4,35,Data Scientist,Finance Analytics,4,35,1,1,1,1,1
about_us_middle_058,middle,1,Business Analyst,Product Analytics,6,35,Business Analyst,Product Analytics,6,35,1,1,1,1,1
about_us_middle_059,middle,1,Software Engineer,Business Intelligence,7,35,Software Engineer,Business Intelligence,7,35,1,1,1,1,1
about_us_middle_060,middle,1,Software Engineer,Marketing Analytics,4,35,Software Engineer,Marketing Analytics,4,35,1,1,1,1,1
about_us_middle_061,middle,1,Data Analyst,Operations,5,45,Data Analyst,Operations,5,45,1,1,1,1,1
about_us_middle_062,middle,1,Analytics Engineer,Product Analytics,3,45,Analytics Engineer,Product Analytics,3,45,1,1,1,1,1
about_us_middle_063,middle,1,Business Analyst,Engineering,7,40,Business Analyst,Engineering,7,40,1,1,1,1,1
about_us_middle_064,middle,1,Senior Data Analyst,Business Intelligence,4,40,Senior Data Analyst,Business Intelligence,4,40,1,1,1,1,1
about_us_middle_065,middle,1,Software Engineer,Marketing Analytics,3,35,Software Engineer,Marketing Analytics,3,35,1,1,1,1,1
about_us_middle_066,middle,1,Product Manager,Operations,2,45,Product Manager,Operations,2,45,1,1,1,1,1
about_us_middle_067,middle,1,Senior Data Scientist,Marketing Analytics,6,40,Senior Data Scientist,Marketing Analytics,6,40,1,1,1,1,1
about_us_middle_068,middle,1,Senior Data Analyst,Engineering,4,45,Senior Data Analyst,Engineering,4,45,1,1,1,1,1
about_us_middle_069,middle,1,Business Analyst,People Operations,6,35,Business Analyst,People Operations,6,35,1,1,1,1,1
about_us_middle_070,middle,1,Product Manager,Finance Analytics,2,35,Product Manager,Finance Analytics,2,35,1,1,1,1,1
about_us_middle_071,middle,1,Senior Data Scientist,Data Platform,2,35,Senior Data Scientist,Data Platform,2,35,1,1,1,1,1
about_us_middle_072,middle,1,Software Engineer,Finance Analytics,2,40,Software Engineer,Finance Analytics,2,40,1,1,1,1,1
about_us_middle_073,middle,1,Software Engineer,Engineering,6,40,Software Engineer,Engineering,6,40,1,1,1,1,1
about_us_middle_074,middle,1,Senior Data Scientist,Product Analytics,4,35,Senior Data Scientist,Product Analytics,4,35,1,1,1,1,1
about_us_middle_075,middle,1,Senior Data Scientist,Business Intelligence,2,35,Senior Data Scientist,Business Intelligence,2,35,1,1,1,1,1
about_us_middle_076,middle,1,Product Manager,People Operations,2,35,Product Manager,People Operations,2,35,1,1,1,1,1
about_us_middle_077,middle,1,Software Engineer,Product Analytics,5,45,Software Engineer,Product Analytics,5,45,1,1,1,1,1
about_us_middle_078,middle,1,Software Engineer,Operations,3,35,Software Engineer,Operations,3,35,1,1,1,1,1
about_us_middle_079,middle,1,Data Analyst,Operations,6,40,Data Analyst,Operations,6,40,1,1,1,1,1
about_us_middle_080,middle,1,Product Manager,Business Intelligence,3,45,Product Manager,Business Intelligence,3,45,1,1,1,1,1
about_us_middle_081,middle,1,Business Analyst,Operations,2,35,Business Analyst,Operations,2,35,1,1,1,1,1
about_us_middle_082,middle,1,Senior Data Analyst,Operations,7,35,Senior Data Analyst,Operations,7,35,1,1,1,1,1
about_us_middle_083,middle,1,Data Analyst,Operations,7,40,Data Analyst,Operations,7,40,1,1,1,1,1
about_us_middle_084,middle,1,Data Analyst,Marketing Analytics,3,40,Data Analyst,Marketing Analytics,3,40,1,1,1,1,1
about_us_middle_085,middle,1,Business Analyst,Engineering,4,40,Business Analyst,Engineering,4,40,1,1,1,1,1
about_us_middle_086,middle,1,Software Engineer,Operations,5,40,Software Engineer,Operations,5,40,1,1,1,1,1
about_us_middle_087,middle,1,Senior Data Analyst,Business Intelligence,6,45,Senior Data Analyst,Business Intelligence,6,45,1,1,1,1,1
about_us_middle_088,middle,1,Senior Data Analyst,People Operations,5,40,Senior Data Analyst,People Operations,5,40,1,1,1,1,1
about_us_middle_089,middle,1,Data Scientist,Operations,3,35,Data Scientist,Operations,3,35,1,1,1,1,1
about_us_middle_090,middle,1,Senior Data Scientist,Marketing Analytics,6,45,Senior Data Scientist,Marketing Analytics,6,45,1,1,1,1,1
about_us_middle_091,middle,1,Senior Data Scientist,Data Platform,3,40,Senior Data Scientist,Data Platform,3,40,1,1,1,1,1
about_us_middle_092,middle,1,Senior Data Analyst,Business Intelligence,4,35,Senior Data Analyst,Business Intelligence,4,35,1,1,1,1,1
about_us_middle_093,middle,1,Software Engineer,Marketing Analytics,2,35,Software Engineer,Marketing Analytics,2,35,1,1,1,1,1
about_us_middle_094,middle,1,Software Engineer,People Operations,6,40,Software Engineer,People Operations,6,40,1,1,1,1,1
about_us_middle_095,middle,1,Analytics Engineer,Business Intelligence,7,40,Analytics Engineer,Business Intelligence,7,40,1,1,1,1,1
about_us_middle_096,middle,1,Data Scientist,Marketing Analytics,3,35,Data Scientist,Marketing Analytics,3,35,1,1,1,1,1
about_us_middle_097,middle,1,Data Analyst,Marketing Analytics,5,40,Data Analyst,Marketing Analytics,5,40,1,1,1,1,1
about_us_middle_098,middle,1,Data Analyst,Engineering,5,35,Data Analyst,Engineering,5,35,1,1,1,1,1
about_us_middle_099,middle,1,Product Manager,Marketing Analytics,2,45,Product Manager,Marketing Analytics,2,45,1,1,1,1,1
about_us_middle_100,middle,1,Senior Data Analyst,Operations,3,45,Senior Data Analyst,Operations,3,45,1,1,1,1,1
