doc_id,position,field,predicted,truth,correct,json_valid
about_us_middle_014,middle,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_middle_014,middle,department,Engineering,Engineering,1,1
about_us_middle_014,middle,years_at_company,3,3,1,1
about_us_middle_014,middle,weekly_hours,45,45,1,1
about_us_middle_014,middle,ALL_FIELDS,,,1,1
about_us_begin_056,begin,job_title,Product Manager,Product Manager,1,1
about_us_begin_056,begin,department,Marketing Analytics,Marketing Analytics,1,1
about_us_begin_056,begin,years_at_company,4,4,1,1
about_us_begin_056,begin,weekly_hours,45,45,1,1
about_us_begin_056,begin,ALL_FIELDS,,,1,1
about_us_middle_043,middle,job_title,Data Analyst,Data Analyst,1,1
about_us_middle_043,middle,department,Engineering,Engineering,1,1
about_us_middle_043,middle,years_at_company,2,2,1,1
about_us_middle_043,middle,weekly_hours,40,40,1,1
about_us_middle_043,middle,ALL_FIELDS,,,1,1
about_us_end_040,end,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_end_040,end,department,Business Intelligence,Business Intelligence,1,1
about_us_end_040,end,years_at_company,4,4,1,1
about_us_end_040,end,weekly_hours,45,45,1,1
about_us_end_040,end,ALL_FIELDS,,,1,1
about_us_middle_038,middle,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_middle_038,middle,department,People Operations,People Operations,1,1
about_us_middle_038,middle,years_at_company,5,5,1,1
about_us_middle_038,middle,weekly_hours,40,40,1,1
about_us_middle_038,middle,ALL_FIELDS,,,1,1
about_us_end_017,end,job_title,Data Analyst,Data Analyst,1,1
about_us_end_017,end,department,People Operations,People Operations,1,1
about_us_end_017,end,years_at_company,4,4,1,1
about_us_end_017,end,weekly_hours,35,35,1,1
about_us_end_017,end,ALL_FIELDS,,,1,1
about_us_begin_095,begin,job_title,Business Analyst,Business Analyst,1,1
about_us_begin_095,begin,department,Data Platform,Data Platform,1,1
about_us_begin_095,begin,years_at_company,5,5,1,1
about_us_begin_095,begin,weekly_hours,35,35,1,1
about_us_begin_095,begin,ALL_FIELDS,,,1,1
about_us_middle_080,middle,job_title,Product Manager,Product Manager,1,1
about_us_middle_080,middle,department,Business Intelligence,Business Intelligence,1,1
about_us_middle_080,middle,years_at_company,3,3,1,1
about_us_middle_080,middle,weekly_hours,45,45,1,1
about_us_middle_080,middle,ALL_FIELDS,,,1,1
about_us_end_001,end,job_title,Business Analyst,Business Analyst,1,1
about_us_end_001,end,department,People Operations,People Operations,1,1
about_us_end_001,end,years_at_company,7,7,1,1
about_us_end_001,end,weekly_hours,45,45,1,1
about_us_end_001,end,ALL_FIELDS,,,1,1
about_us_begin_083,begin,job_title,Product Manager,Product Manager,1,1
about_us_begin_083,begin,department,Engineering,Engineering,1,1
about_us_begin_083,begin,years_at_company,6,6,1,1
about_us_begin_083,begin,weekly_hours,35,35,1,1
about_us_begin_083,begin,ALL_FIELDS,,,1,1
about_us_middle_079,middle,job_title,Data Analyst,Data Analyst,1,1
about_us_middle_079,middle,department,Operations,Operations,1,1
about_us_middle_079,middle,years_at_company,6,6,1,1
about_us_middle_079,middle,weekly_hours,40,40,1,1
about_us_middle_079,middle,ALL_FIELDS,,,1,1
about_us_middle_096,middle,job_title,Data Scientist,Data Scientist,1,1
about_us_middle_096,middle,department,Marketing Analytics,Marketing Analytics,1,1
about_us_middle_096,middle,years_at_company,3,3,1,1
about_us_middle_096,middle,weekly_hours,35,35,1,1
about_us_middle_096,middle,ALL_FIELDS,,,1,1
about_us_end_056,end,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_end_056,end,department,Data Platform,Data Platform,1,1
about_us_end_056,end,years_at_company,2,2,1,1
about_us_end_056,end,weekly_hours,45,45,1,1
about_us_end_056,end,ALL_FIELDS,,,1,1
about_us_end_057,end,job_title,Data Analyst,Data Analyst,1,1
about_us_end_057,end,department,Marketing Analytics,Marketing Analytics,1,1
about_us_end_057,end,years_at_company,2,2,1,1
about_us_end_057,end,weekly_hours,40,40,1,1
about_us_end_057,end,ALL_FIELDS,,,1,1
about_us_begin_082,begin,job_title,Data Analyst,Data Analyst,1,1
about_us_begin_082,begin,department,People Operations,People Operations,1,1
about_us_begin_082,begin,years_at_company,2,2,1,1
about_us_begin_082,begin,weekly_hours,45,45,1,1
about_us_begin_082,begin,ALL_FIELDS,,,1,1
about_us_middle_078,middle,job_title,Software Engineer,Software Engineer,1,1
about_us_middle_078,middle,department,Operations,Operations,1,1
about_us_middle_078,middle,years_at_company,3,3,1,1
about_us_middle_078,middle,weekly_hours,35,35,1,1
about_us_middle_078,middle,ALL_FIELDS,,,1,1
about_us_middle_097,middle,job_title,Data Analyst,Data Analyst,1,1
about_us_middle_097,middle,department,Marketing Analytics,Marketing Analytics,1,1
about_us_middle_097,middle,years_at_company,5,5,1,1
about_us_middle_097,middle,weekly_hours,40,40,1,1
about_us_middle_097,middle,ALL_FIELDS,,,1,1
about_us_begin_094,begin,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_begin_094,begin,department,Operations,Operations,1,1
about_us_begin_094,begin,years_at_company,2,2,1,1
about_us_begin_094,begin,weekly_hours,35,35,1,1
about_us_begin_094,begin,ALL_FIELDS,,,1,1
about_us_middle_081,middle,job_title,Business Analyst,Business Analyst,1,1
about_us_middle_081,middle,department,Operations,Operations,1,1
about_us_middle_081,middle,years_at_company,2,2,1,1
about_us_middle_081,middle,weekly_hours,35,35,1,1
about_us_middle_081,middle,ALL_FIELDS,,,1,1
about_us_end_016,end,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_end_016,end,department,People Operations,People Operations,1,1
about_us_end_016,end,years_at_company,6,6,1,1
about_us_end_016,end,weekly_hours,45,45,1,1
about_us_end_016,end,ALL_FIELDS,,,1,1
about_us_middle_039,middle,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_middle_039,middle,department,People Operations,People Operations,1,1
about_us_middle_039,middle,years_at_company,5,5,1,1
about_us_middle_039,middle,weekly_hours,35,35,1,1
about_us_middle_039,middle,ALL_FIELDS,,,1,1
about_us_end_041,end,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_end_041,end,department,Business Intelligence,Business Intelligence,1,1
about_us_end_041,end,years_at_company,4,4,1,1
about_us_end_041,end,weekly_hours,35,35,1,1
about_us_end_041,end,ALL_FIELDS,,,1,1
about_us_begin_057,begin,job_title,Data Scientist,Data Scientist,1,1
about_us_begin_057,begin,department,Operations,Operations,1,1
about_us_begin_057,begin,years_at_company,6,6,1,1
about_us_begin_057,begin,weekly_hours,35,35,1,1
about_us_begin_057,begin,ALL_FIELDS,,,1,1
about_us_middle_042,middle,job_title,Business Analyst,Business Analyst,1,1
about_us_middle_042,middle,department,Engineering,Engineering,1,1
about_us_middle_042,middle,years_at_company,7,7,1,1
about_us_middle_042,middle,weekly_hours,35,35,1,1
about_us_middle_042,middle,ALL_FIELDS,,,1,1
about_us_middle_015,middle,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_middle_015,middle,department,People Operations,People Operations,1,1
about_us_middle_015,middle,years_at_company,4,4,1,1
about_us_middle_015,middle,weekly_hours,35,35,1,1
about_us_middle_015,middle,ALL_FIELDS,,,1,1
about_us_end_082,end,job_title,Product Manager,Product Manager,1,1
about_us_end_082,end,department,Marketing Analytics,Marketing Analytics,1,1
about_us_end_082,end,years_at_company,3,3,1,1
about_us_end_082,end,weekly_hours,40,40,1,1
about_us_end_082,end,ALL_FIELDS,,,1,1
about_us_begin_016,begin,job_title,Data Scientist,Data Scientist,1,1
about_us_begin_016,begin,department,Data Platform,Data Platform,1,1
about_us_begin_016,begin,years_at_company,3,3,1,1
about_us_begin_016,begin,weekly_hours,40,40,1,1
about_us_begin_016,begin,ALL_FIELDS,,,1,1
about_us_middle_003,middle,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_middle_003,middle,department,Product Analytics,Product Analytics,1,1
about_us_middle_003,middle,years_at_company,2,2,1,1
about_us_middle_003,middle,weekly_hours,40,40,1,1
about_us_middle_003,middle,ALL_FIELDS,,,1,1
about_us_end_094,end,job_title,Analytics Engineer,Analytics Engineer,1,1
about_us_end_094,end,department,Engineering,Engineering,1,1
about_us_end_094,end,years_at_company,7,7,1,1
about_us_end_094,end,weekly_hours,35,35,1,1
about_us_end_094,end,ALL_FIELDS,,,1,1
about_us_begin_041,begin,job_title,Data Scientist,Data Scientist,1,1
about_us_begin_041,begin,department,Finance Analytics,Finance Analytics,1,1
about_us_begin_041,begin,years_at_company,3,3,1,1
about_us_begin_041,begin,weekly_hours,40,40,1,1
about_us_begin_041,begin,ALL_FIELDS,,,1,1
about_us_middle_054,middle,job_title,Data Analyst,Data Analyst,1,1
about_us_middle_054,middle,department,Marketing Analytics,Marketing Analytics,1,1
about_us_middle_054,middle,years_at_company,5,5,1,1
about_us_middle_054,middle,weekly_hours,45,45,1,1
about_us_middle_054,middle,ALL_FIELDS,,,1,1
about_us_middle_023,middle,job_title,Analytics Engineer,Analytics Engineer,1,1
about_us_middle_023,middle,department,Product Analytics,Product Analytics,1,1
about_us_middle_023,middle,years_at_company,7,7,1,1
about_us_middle_023,middle,weekly_hours,45,45,1,1
about_us_middle_023,middle,ALL_FIELDS,,,1,1
about_us_begin_036,begin,job_title,Software Engineer,Software Engineer,1,1
about_us_begin_036,begin,department,Business Intelligence,Business Intelligence,1,1
about_us_begin_036,begin,years_at_company,4,4,1,1
about_us_begin_036,begin,weekly_hours,35,35,1,1
about_us_begin_036,begin,ALL_FIELDS,,,1,1
about_us_middle_074,middle,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_middle_074,middle,department,Product Analytics,Product Analytics,1,1
about_us_middle_074,middle,years_at_company,4,4,1,1
about_us_middle_074,middle,weekly_hours,35,35,1,1
about_us_middle_074,middle,ALL_FIELDS,,,1,1
about_us_begin_061,begin,job_title,Software Engineer,Software Engineer,1,1
about_us_begin_061,begin,department,Product Analytics,Product Analytics,1,1
about_us_begin_061,begin,years_at_company,4,4,1,1
about_us_begin_061,begin,weekly_hours,45,45,1,1
about_us_begin_061,begin,ALL_FIELDS,,,1,1
about_us_begin_098,begin,job_title,Product Manager,Product Manager,1,1
about_us_begin_098,begin,department,Finance Analytics,Finance Analytics,1,1
about_us_begin_098,begin,years_at_company,5,5,1,1
about_us_begin_098,begin,weekly_hours,45,45,1,1
about_us_begin_098,begin,ALL_FIELDS,,,1,1
about_us_middle_062,middle,job_title,Analytics Engineer,Analytics Engineer,1,1
about_us_middle_062,middle,department,Product Analytics,Product Analytics,1,1
about_us_middle_062,middle,years_at_company,3,3,1,1
about_us_middle_062,middle,weekly_hours,45,45,1,1
about_us_middle_062,middle,ALL_FIELDS,,,1,1
about_us_begin_077,begin,job_title,Analytics Engineer,Analytics Engineer,1,1
about_us_begin_077,begin,department,Marketing Analytics,Marketing Analytics,1,1
about_us_begin_077,begin,years_at_company,7,7,1,1
about_us_begin_077,begin,weekly_hours,40,40,1,1
about_us_begin_077,begin,ALL_FIELDS,,,1,1
about_us_middle_035,middle,job_title,Business Analyst,Business Analyst,1,1
about_us_middle_035,middle,department,Data Platform,Data Platform,1,1
about_us_middle_035,middle,years_at_company,4,4,1,1
about_us_middle_035,middle,weekly_hours,40,40,1,1
about_us_middle_035,middle,ALL_FIELDS,,,1,1
about_us_begin_020,begin,job_title,Product Manager,Product Manager,1,1
about_us_begin_020,begin,department,Data Platform,Data Platform,1,1
about_us_begin_020,begin,years_at_company,3,3,1,1
about_us_begin_020,begin,weekly_hours,40,40,1,1
about_us_begin_020,begin,ALL_FIELDS,,,1,1
about_us_end_036,end,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_end_036,end,department,People Operations,People Operations,1,1
about_us_end_036,end,years_at_company,7,7,1,1
about_us_end_036,end,weekly_hours,40,40,1,1
about_us_end_036,end,ALL_FIELDS,,,1,1
about_us_end_061,end,job_title,Business Analyst,Business Analyst,1,1
about_us_end_061,end,department,Finance Analytics,Finance Analytics,1,1
about_us_end_061,end,years_at_company,7,7,1,1
about_us_end_061,end,weekly_hours,45,45,1,1
about_us_end_061,end,ALL_FIELDS,,,1,1
about_us_middle_019,middle,job_title,Software Engineer,Software Engineer,1,1
about_us_middle_019,middle,department,Operations,Operations,1,1
about_us_middle_019,middle,years_at_company,6,6,1,1
about_us_middle_019,middle,weekly_hours,45,45,1,1
about_us_middle_019,middle,ALL_FIELDS,,,1,1
about_us_end_077,end,job_title,Data Analyst,Data Analyst,1,1
about_us_end_077,end,department,Data Platform,Data Platform,1,1
about_us_end_077,end,years_at_company,2,2,1,1
about_us_end_077,end,weekly_hours,45,45,1,1
about_us_end_077,end,ALL_FIELDS,,,1,1
about_us_end_098,end,job_title,Software Engineer,Software Engineer,1,1
about_us_end_098,end,department,Marketing Analytics,Marketing Analytics,1,1
about_us_end_098,end,years_at_company,5,5,1,1
about_us_end_098,end,weekly_hours,40,40,1,1
about_us_end_098,end,ALL_FIELDS,,,1,1
about_us_end_020,end,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_end_020,end,department,People Operations,People Operations,1,1
about_us_end_020,end,years_at_company,3,3,1,1
about_us_end_020,end,weekly_hours,45,45,1,1
about_us_end_020,end,ALL_FIELDS,,,1,1
about_us_middle_058,middle,job_title,Business Analyst,Business Analyst,1,1
about_us_middle_058,middle,department,Product Analytics,Product Analytics,1,1
about_us_middle_058,middle,years_at_company,6,6,1,1
about_us_middle_058,middle,weekly_hours,35,35,1,1
about_us_middle_058,middle,ALL_FIELDS,,,1,1
about_us_end_058,end,job_title,Data Scientist,Data Scientist,1,1
about_us_end_058,end,department,Engineering,Engineering,1,1
about_us_end_058,end,years_at_company,6,6,1,1
about_us_end_058,end,weekly_hours,45,45,1,1
about_us_end_058,end,ALL_FIELDS,,,1,1
about_us_begin_035,begin,job_title,Business Analyst,Business Analyst,1,1
about_us_begin_035,begin,department,Data Platform,Data Platform,1,1
about_us_begin_035,begin,years_at_company,4,4,1,1
about_us_begin_035,begin,weekly_hours,35,35,1,1
about_us_begin_035,begin,ALL_FIELDS,,,1,1
about_us_middle_020,middle,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_middle_020,middle,department,Data Platform,Data Platform,1,1
about_us_middle_020,middle,years_at_company,5,5,1,1
about_us_middle_020,middle,weekly_hours,45,45,1,1
about_us_middle_020,middle,ALL_FIELDS,,,1,1
about_us_begin_062,begin,job_title,Product Manager,Product Manager,1,1
about_us_begin_062,begin,department,Business Intelligence,Business Intelligence,1,1
about_us_begin_062,begin,years_at_company,7,7,1,1
about_us_begin_062,begin,weekly_hours,40,40,1,1
about_us_begin_062,begin,ALL_FIELDS,,,1,1
about_us_middle_098,middle,job_title,Data Analyst,Data Analyst,1,1
about_us_middle_098,middle,department,Engineering,Engineering,1,1
about_us_middle_098,middle,years_at_company,5,5,1,1
about_us_middle_098,middle,weekly_hours,35,35,1,1
about_us_middle_098,middle,ALL_FIELDS,,,1,1
about_us_middle_077,middle,job_title,Software Engineer,Software Engineer,1,1
about_us_middle_077,middle,department,Product Analytics,Product Analytics,1,1
about_us_middle_077,middle,years_at_company,5,5,1,1
about_us_middle_077,middle,weekly_hours,45,45,1,1
about_us_middle_077,middle,ALL_FIELDS,,,1,1
about_us_end_019,end,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_end_019,end,department,Finance Analytics,Finance Analytics,1,1
about_us_end_019,end,years_at_company,2,2,1,1
about_us_end_019,end,weekly_hours,40,40,1,1
about_us_end_019,end,ALL_FIELDS,,,1,1
about_us_begin_074,begin,job_title,Product Manager,Product Manager,1,1
about_us_begin_074,begin,department,People Operations,People Operations,1,1
about_us_begin_074,begin,years_at_company,7,7,1,1
about_us_begin_074,begin,weekly_hours,40,40,1,1
about_us_begin_074,begin,ALL_FIELDS,,,1,1
about_us_middle_061,middle,job_title,Data Analyst,Data Analyst,1,1
about_us_middle_061,middle,department,Operations,Operations,1,1
about_us_middle_061,middle,years_at_company,5,5,1,1
about_us_middle_061,middle,weekly_hours,45,45,1,1
about_us_middle_061,middle,ALL_FIELDS,,,1,1
about_us_begin_023,begin,job_title,Product Manager,Product Manager,1,1
about_us_begin_023,begin,department,Marketing Analytics,Marketing Analytics,1,1
about_us_begin_023,begin,years_at_company,6,6,1,1
about_us_begin_023,begin,weekly_hours,40,40,1,1
about_us_begin_023,begin,ALL_FIELDS,,,1,1
about_us_middle_036,middle,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_middle_036,middle,department,Operations,Operations,1,1
about_us_middle_036,middle,years_at_company,5,5,1,1
about_us_middle_036,middle,weekly_hours,40,40,1,1
about_us_middle_036,middle,ALL_FIELDS,,,1,1
about_us_end_035,end,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_end_035,end,department,Product Analytics,Product Analytics,1,1
about_us_end_035,end,years_at_company,5,5,1,1
about_us_end_035,end,weekly_hours,35,35,1,1
about_us_end_035,end,ALL_FIELDS,,,1,1
about_us_begin_058,begin,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_begin_058,begin,department,Engineering,Engineering,1,1
about_us_begin_058,begin,years_at_company,6,6,1,1
about_us_begin_058,begin,weekly_hours,35,35,1,1
about_us_begin_058,begin,ALL_FIELDS,,,1,1
about_us_end_062,end,job_title,Business Analyst,Business Analyst,1,1
about_us_end_062,end,department,Data Platform,Data Platform,1,1
about_us_end_062,end,years_at_company,2,2,1,1
about_us_end_062,end,weekly_hours,40,40,1,1
about_us_end_062,end,ALL_FIELDS,,,1,1
about_us_end_074,end,job_title,Analytics Engineer,Analytics Engineer,1,1
about_us_end_074,end,department,Data Platform,Data Platform,1,1
about_us_end_074,end,years_at_company,3,3,1,1
about_us_end_074,end,weekly_hours,45,45,1,1
about_us_end_074,end,ALL_FIELDS,,,1,1
about_us_begin_019,begin,job_title,Product Manager,Product Manager,1,1
about_us_begin_019,begin,department,Engineering,Engineering,1,1
about_us_begin_019,begin,years_at_company,7,7,1,1
about_us_begin_019,begin,weekly_hours,40,40,1,1
about_us_begin_019,begin,ALL_FIELDS,,,1,1
about_us_end_023,end,job_title,Data Scientist,Data Scientist,1,1
about_us_end_023,end,department,Marketing Analytics,Marketing Analytics,1,1
about_us_end_023,end,years_at_company,3,3,1,1
about_us_end_023,end,weekly_hours,40,40,1,1
about_us_end_023,end,ALL_FIELDS,,,1,1
about_us_begin_039,begin,job_title,Product Manager,Product Manager,1,1
about_us_begin_039,begin,department,Business Intelligence,Business Intelligence,1,1
about_us_begin_039,begin,years_at_company,6,6,1,1
about_us_begin_039,begin,weekly_hours,35,35,1,1
about_us_begin_039,begin,ALL_FIELDS,,,1,1
about_us_end_054,end,job_title,Software Engineer,Software Engineer,1,1
about_us_end_054,end,department,Data Platform,Data Platform,1,1
about_us_end_054,end,years_at_company,2,2,1,1
about_us_end_054,end,weekly_hours,45,45,1,1
about_us_end_054,end,ALL_FIELDS,,,1,1
about_us_middle_094,middle,job_title,Software Engineer,Software Engineer,1,1
about_us_middle_094,middle,department,People Operations,People Operations,1,1
about_us_middle_094,middle,years_at_company,6,6,1,1
about_us_middle_094,middle,weekly_hours,40,40,1,1
about_us_middle_094,middle,ALL_FIELDS,,,1,1
about_us_begin_081,begin,job_title,Data Analyst,Data Analyst,1,1
about_us_begin_081,begin,department,Engineering,Engineering,1,1
about_us_begin_081,begin,years_at_company,2,2,1,1
about_us_begin_081,begin,weekly_hours,40,40,1,1
about_us_begin_081,begin,ALL_FIELDS,,,1,1
about_us_end_003,end,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_end_003,end,department,Business Intelligence,Business Intelligence,1,1
about_us_end_003,end,years_at_company,2,2,1,1
about_us_end_003,end,weekly_hours,45,45,1,1
about_us_end_003,end,ALL_FIELDS,,,1,1
about_us_begin_078,begin,job_title,Business Analyst,Business Analyst,1,1
about_us_begin_078,begin,department,Operations,Operations,1,1
about_us_begin_078,begin,years_at_company,6,6,1,1
about_us_begin_078,begin,weekly_hours,35,35,1,1
about_us_begin_078,begin,ALL_FIELDS,,,1,1
about_us_middle_082,middle,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_middle_082,middle,department,Operations,Operations,1,1
about_us_middle_082,middle,years_at_company,7,7,1,1
about_us_middle_082,middle,weekly_hours,35,35,1,1
about_us_middle_082,middle,ALL_FIELDS,,,1,1
about_us_begin_097,begin,job_title,Data Scientist,Data Scientist,1,1
about_us_begin_097,begin,department,Product Analytics,Product Analytics,1,1
about_us_begin_097,begin,years_at_company,6,6,1,1
about_us_begin_097,begin,weekly_hours,40,40,1,1
about_us_begin_097,begin,ALL_FIELDS,,,1,1
about_us_end_015,end,job_title,Product Manager,Product Manager,1,1
about_us_end_015,end,department,Operations,Operations,1,1
about_us_end_015,end,years_at_company,3,3,1,1
about_us_end_015,end,weekly_hours,45,45,1,1
about_us_end_015,end,ALL_FIELDS,,,1,1
about_us_end_042,end,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_end_042,end,department,Engineering,Engineering,1,1
about_us_end_042,end,years_at_company,7,7,1,1
about_us_end_042,end,weekly_hours,45,45,1,1
about_us_end_042,end,ALL_FIELDS,,,1,1
about_us_middle_041,middle,job_title,Product Manager,Product Manager,1,1
about_us_middle_041,middle,department,Finance Analytics,Finance Analytics,1,1
about_us_middle_041,middle,years_at_company,5,5,1,1
about_us_middle_041,middle,weekly_hours,40,40,1,1
about_us_middle_041,middle,ALL_FIELDS,,,1,1
about_us_begin_054,begin,job_title,Data Scientist,Data Scientist,1,1
about_us_begin_054,begin,department,Data Platform,Data Platform,1,1
about_us_begin_054,begin,years_at_company,2,2,1,1
about_us_begin_054,begin,weekly_hours,35,35,1,1
about_us_begin_054,begin,ALL_FIELDS,,,1,1
about_us_end_039,end,job_title,Product Manager,Product Manager,1,1
about_us_end_039,end,department,Business Intelligence,Business Intelligence,1,1
about_us_end_039,end,years_at_company,2,2,1,1
about_us_end_039,end,weekly_hours,45,45,1,1
about_us_end_039,end,ALL_FIELDS,,,1,1
about_us_middle_016,middle,job_title,Software Engineer,Software Engineer,1,1
about_us_middle_016,middle,department,Finance Analytics,Finance Analytics,1,1
about_us_middle_016,middle,years_at_company,7,7,1,1
about_us_middle_016,middle,weekly_hours,40,40,1,1
about_us_middle_016,middle,ALL_FIELDS,,,1,1
about_us_begin_003,begin,job_title,Data Analyst,Data Analyst,1,1
about_us_begin_003,begin,department,Operations,Operations,1,1
about_us_begin_003,begin,years_at_company,5,5,1,1
about_us_begin_003,begin,weekly_hours,40,40,1,1
about_us_begin_003,begin,ALL_FIELDS,,,1,1
about_us_end_081,end,job_title,Business Analyst,Business Analyst,1,1
about_us_end_081,end,department,Business Intelligence,Business Intelligence,1,1
about_us_end_081,end,years_at_company,7,7,1,1
about_us_end_081,end,weekly_hours,45,45,1,1
about_us_end_081,end,ALL_FIELDS,,,1,1
about_us_begin_015,begin,job_title,Data Scientist,Data Scientist,1,1
about_us_begin_015,begin,department,Operations,Operations,1,1
about_us_begin_015,begin,years_at_company,6,6,1,1
about_us_begin_015,begin,weekly_hours,45,45,1,1
about_us_begin_015,begin,ALL_FIELDS,,,1,1
about_us_end_097,end,job_title,Business Analyst,Business Analyst,1,1
about_us_end_097,end,department,Product Analytics,Product Analytics,1,1
about_us_end_097,end,years_at_company,2,2,1,1
about_us_end_097,end,weekly_hours,45,45,1,1
about_us_end_097,end,ALL_FIELDS,,,1,1
about_us_end_078,end,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_end_078,end,department,Finance Analytics,Finance Analytics,1,1
about_us_end_078,end,years_at_company,3,3,1,1
about_us_end_078,end,weekly_hours,45,45,1,1
about_us_end_078,end,ALL_FIELDS,,,1,1
about_us_middle_057,middle,job_title,Data Scientist,Data Scientist,1,1
about_us_middle_057,middle,department,Finance Analytics,Finance Analytics,1,1
about_us_middle_057,middle,years_at_company,4,4,1,1
about_us_middle_057,middle,weekly_hours,35,35,1,1
about_us_middle_057,middle,ALL_FIELDS,,,1,1
about_us_begin_042,begin,job_title,Analytics Engineer,Analytics Engineer,1,1
about_us_begin_042,begin,department,Marketing Analytics,Marketing Analytics,1,1
about_us_begin_042,begin,years_at_company,7,7,1,1
about_us_begin_042,begin,weekly_hours,35,35,1,1
about_us_begin_042,begin,ALL_FIELDS,,,1,1
about_us_middle_056,middle,job_title,Data Scientist,Data Scientist,1,1
about_us_middle_056,middle,department,Engineering,Engineering,1,1
about_us_middle_056,middle,years_at_company,4,4,1,1
about_us_middle_056,middle,weekly_hours,35,35,1,1
about_us_middle_056,middle,ALL_FIELDS,,,1,1
about_us_begin_043,begin,job_title,Data Analyst,Data Analyst,1,1
about_us_begin_043,begin,department,Engineering,Engineering,1,1
about_us_begin_043,begin,years_at_company,4,4,1,1
about_us_begin_043,begin,weekly_hours,35,35,1,1
about_us_begin_043,begin,ALL_FIELDS,,,1,1
about_us_end_096,end,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_end_096,end,department,Business Intelligence,Business Intelligence,1,1
about_us_end_096,end,years_at_company,2,2,1,1
about_us_end_096,end,weekly_hours,35,35,1,1
about_us_end_096,end,ALL_FIELDS,,,1,1
about_us_end_079,end,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_end_079,end,department,People Operations,People Operations,1,1
about_us_end_079,end,years_at_company,6,6,1,1
about_us_end_079,end,weekly_hours,35,35,1,1
about_us_end_079,end,ALL_FIELDS,,,1,1
about_us_middle_001,middle,job_title,Data Analyst,Data Analyst,1,1
about_us_middle_001,middle,department,,Product Analytics,0,1
about_us_middle_001,middle,years_at_company,4,4,1,1
about_us_middle_001,middle,weekly_hours,40,40,1,1
about_us_middle_001,middle,ALL_FIELDS,,,0,1
about_us_begin_014,begin,job_title,Software Engineer,Software Engineer,1,1
about_us_begin_014,begin,department,Marketing Analytics,Marketing Analytics,1,1
about_us_begin_014,begin,years_at_company,2,2,1,1
about_us_begin_014,begin,weekly_hours,35,35,1,1
about_us_begin_014,begin,ALL_FIELDS,,,1,1
about_us_end_080,end,job_title,Data Scientist,Data Scientist,1,1
about_us_end_080,end,department,Product Analytics,Product Analytics,1,1
about_us_end_080,end,years_at_company,4,4,1,1
about_us_end_080,end,weekly_hours,45,45,1,1
about_us_end_080,end,ALL_FIELDS,,,1,1
about_us_middle_017,middle,job_title,Analytics Engineer,Analytics Engineer,1,1
about_us_middle_017,middle,department,Operations,Operations,1,1
about_us_middle_017,middle,years_at_company,5,5,1,1
about_us_middle_017,middle,weekly_hours,40,40,1,1
about_us_middle_017,middle,ALL_FIELDS,,,1,1
about_us_begin_002,begin,job_title,Analytics Engineer,Analytics Engineer,1,1
about_us_begin_002,begin,department,Engineering,Engineering,1,1
about_us_begin_002,begin,years_at_company,3,3,1,1
about_us_begin_002,begin,weekly_hours,40,40,1,1
about_us_begin_002,begin,ALL_FIELDS,,,1,1
about_us_end_038,end,job_title,Data Analyst,Data Analyst,1,1
about_us_end_038,end,department,Marketing Analytics,Marketing Analytics,1,1
about_us_end_038,end,years_at_company,6,6,1,1
about_us_end_038,end,weekly_hours,35,35,1,1
about_us_end_038,end,ALL_FIELDS,,,1,1
about_us_middle_040,middle,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_middle_040,middle,department,Operations,Operations,1,1
about_us_middle_040,middle,years_at_company,3,3,1,1
about_us_middle_040,middle,weekly_hours,45,45,1,1
about_us_middle_040,middle,ALL_FIELDS,,,1,1
about_us_begin_055,begin,job_title,Product Manager,Product Manager,1,1
about_us_begin_055,begin,department,Finance Analytics,Finance Analytics,1,1
about_us_begin_055,begin,years_at_company,2,2,1,1
about_us_begin_055,begin,weekly_hours,40,40,1,1
about_us_begin_055,begin,ALL_FIELDS,,,1,1
